"filename", "language", "Dart", "XML", "comment", "blank", "total"
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/leinter/leinter1/leinter1.dart", "Dart", 14, 0, -5, -2, 7
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/leinter/leinter1/showLeinter1BottomSheet.dart", "Dart", 29, 0, 0, 1, 30
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/leinter/leinter2/leinter2_page.dart", "Dart", 16, 0, 0, -1, 15
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/leinter/leinter3/leinter3_page.dart", "Dart", 30, 0, 0, -4, 26
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/main/main_page.dart", "Dart", 23, 0, 0, 1, 24
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/messenger/messenger.dart", "Dart", -139, 0, -9, -4, -152
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/picsgallery/picsgallery.dart", "Dart", 8, 0, -3, -1, 4
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/picsgallery/picsgallery2.dart", "Dart", -17, 0, -2, -5, -24
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/podcast/podcast_1/podcast_page1.dart", "Dart", 4, 0, 0, 1, 5
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/podcast/podcast_5/podcast_page5.dart", "Dart", -32, 0, 0, 0, -32
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/profile/profile_coin/profileMain_page/profileMain_page.dart", "Dart", -2, 0, 0, 0, -2
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/profile/profilescreen.dart", "Dart", 121, 0, 3, 3, 127
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/profilescreen.dart", "Dart", -121, 0, -4, -3, -128
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/about/school_about.dart", "Dart", 39, 0, 0, 0, 39
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/handout.dart", "Dart", -130, 0, -1, -5, -136
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/handoutPdf/handoutPdf.dart", "Dart", 90, 0, 1, 6, 97
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/handoutVideo/handoutVideo.dart", "Dart", 91, 0, 1, 3, 95
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/handout_2.dart", "Dart", -91, 0, -1, -3, -95
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/handout_3.dart", "Dart", -90, 0, -1, -6, -97
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/main/handoutMain.dart", "Dart", 80, 0, 1, 9, 90
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/mine/handoutMine.dart", "Dart", 146, 0, 1, 5, 152
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/others/handoutOthers.dart", "Dart", 104, 0, 1, 5, 110
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/messenger/chat/schoolChat.dart", "Dart", 98, 0, 0, 4, 102
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/messenger/messenger.dart", "Dart", 65, 0, 0, 3, 68
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/schedule/schedule.dart", "Dart", 529, 0, 2, 11, 542
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/school_page.dart", "Dart", 21, 0, 0, 0, 21
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/score/diagram/scoreDiagram.dart", "Dart", 53, 0, 0, 2, 55
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/score/scores.dart", "Dart", -30, 0, -1, 0, -31
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/test/avg/testAVG.dart", "Dart", 78, 0, 0, 2, 80
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/test/done/testDone_1.dart", "Dart", 14, 0, 0, 0, 14
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/test/mid/testMid.dart", "Dart", 78, 0, 0, 2, 80
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/test/test.dart", "Dart", 0, 0, 0, 1, 1
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/tuition/tuition.dart", "Dart", 345, 0, 8, 14, 367
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/setting/chooseColor/chooseColor.dart", "Dart", 227, 0, 0, 6, 233
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/setting/fingerprint_dialog/bottom_sheet.dart", "Dart", -1, 0, 0, 0, -1
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/setting/settingscreen.dart", "Dart", 31, 0, 0, 0, 31
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/stopwatch.dart", "Dart", -209, 0, -3, -11, -223
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/tickeight/tickeight..dart", "Dart", 12, 0, 0, -3, 9
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/tickit/createcart/createcartscreen.dart", "Dart", 21, 0, 0, -1, 20
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/tickit/tickitscreen.dart", "Dart", 20, 0, -4, -3, 13
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/tools/tools_page.dart", "Dart", -1, 0, 0, 0, -1
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/wallet/walletscreen.dart", "Dart", -1, 0, 0, 0, -1
"/home/mmd/projects/flutter/Farahosh/lib/main.dart", "Dart", 22, 0, -1, 1, 22
"Total", "-", 2158, -1, -38, 154, 2273
